ID,Model,CodeQuality_Score,CodeExecutability_Score,CodeOutput_Score,Total_score
127,GPT35,23,7.666666666666667,4,34.66666666666667
127,GPT4,25,9,14,48
127,Llama,22.666666666666668,5.666666666666667,14,42.333333333333336
128,GPT35,23,10,12.666666666666666,45.666666666666664
128,GPT4,23,10,11.666666666666666,44.666666666666664
128,Llama,23,0,0,23
129,GPT35,23.333333333333332,0,0,23.333333333333332
129,GPT4,23.666666666666668,10,5,38.66666666666667
129,Llama,23,3,5,31
130,GPT35,23,0,0,23
130,GPT4,23,0,0,23
130,Llama,22.333333333333332,2.6666666666666665,4.666666666666667,29.666666666666668
131,GPT35,24,10,2,36
131,GPT4,23,0,0,23
131,Llama,24.666666666666668,6.666666666666667,4.333333333333334,35.66666666666667
132,GPT35,23,0,0,23
132,GPT4,23.666666666666668,10,11.333333333333334,45.00000000000001
132,Llama,23,10,11.666666666666666,44.666666666666664
133,GPT35,23.666666666666668,6.666666666666667,0,30.333333333333336
133,GPT4,22.333333333333332,10,14.333333333333334,46.666666666666664
133,Llama,21.666666666666668,0,0,21.666666666666668
134,GPT35,23.333333333333332,0,0,23.333333333333332
134,GPT4,24,0,0,24
134,Llama,24.333333333333332,10,13,47.33333333333333
135,GPT35,24.666666666666668,10,7.666666666666667,42.333333333333336
135,GPT4,24.333333333333332,10,11,45.33333333333333
135,Llama,22.666666666666668,10,13,45.66666666666667
136,GPT35,24.666666666666668,7.666666666666667,9,41.333333333333336
136,GPT4,22,7.666666666666667,10.666666666666666,40.333333333333336
136,Llama,22.666666666666668,5,14,41.66666666666667
137,GPT35,24.666666666666668,8,11.666666666666666,44.333333333333336
137,GPT4,21,7,11,39
137,Llama,22.333333333333332,6.666666666666667,12,41
138,GPT35,24,10,6,40
138,GPT4,24.333333333333332,10,8.333333333333334,42.666666666666664
138,Llama,23,6.666666666666667,7,36.66666666666667
139,GPT35,24.666666666666668,8,13.333333333333334,46.00000000000001
139,GPT4,23.666666666666668,7.666666666666667,11.666666666666666,43
139,Llama,23.333333333333332,6.666666666666667,11,41
140,GPT35,22,9.666666666666666,8.666666666666666,40.33333333333333
140,GPT4,23.333333333333332,0,0,23.333333333333332
140,Llama,21,10,6.333333333333333,37.333333333333336
141,GPT35,24.333333333333332,10,15,49.33333333333333
141,GPT4,23.666666666666668,10,15,48.66666666666667
141,Llama,23.666666666666668,10,11.666666666666666,45.333333333333336
142,GPT35,22.333333333333332,0,0,22.333333333333332
142,GPT4,23.333333333333332,8.333333333333334,9,40.666666666666664
142,Llama,25,8,11.333333333333334,44.333333333333336
143,GPT35,23.666666666666668,6.666666666666667,0,30.333333333333336
143,GPT4,23.333333333333332,10,11,44.33333333333333
143,Llama,22.666666666666668,7,7.666666666666667,37.333333333333336
144,GPT35,24,0,0,24
144,GPT4,23,0,0,23
144,Llama,23.666666666666668,0,0,23.666666666666668
145,GPT35,23.666666666666668,6.666666666666667,0,30.333333333333336
145,GPT4,23.333333333333332,0,0,23.333333333333332
145,Llama,23.333333333333332,0,0,23.333333333333332
146,GPT35,24.333333333333332,6.666666666666667,0,31
146,GPT4,23.333333333333332,10,5.666666666666667,38.99999999999999
146,Llama,24.333333333333332,6.666666666666667,0,31
147,GPT35,25,0,0,25
147,GPT4,23.333333333333332,0,0,23.333333333333332
147,Llama,24,0,0,24
148,GPT35,25,0,0,25
148,GPT4,24.333333333333332,0,0,24.333333333333332
148,Llama,24.333333333333332,0,0,24.333333333333332
149,GPT35,20.666666666666668,6,2,28.666666666666668
149,GPT4,20.333333333333332,0,0,20.333333333333332
149,Llama,20.333333333333332,0,0,20.333333333333332
150,GPT35,23.333333333333332,0,0,23.333333333333332
150,GPT4,25,0,0,25
150,Llama,23.333333333333332,0,0,23.333333333333332
151,GPT35,25,6.666666666666667,0,31.666666666666668
151,GPT4,25,10,11,46
151,Llama,24.333333333333332,6.666666666666667,0,31
152,GPT35,25,10,15,50
152,GPT4,25,10,15,50
152,Llama,25,10,15,50
153,GPT35,25,10,14,49
153,GPT4,23.666666666666668,0,0,23.666666666666668
153,Llama,24.333333333333332,8,14,46.33333333333333
154,GPT35,25,10,15,50
154,GPT4,22.666666666666668,10,14.666666666666666,47.333333333333336
154,Llama,22.666666666666668,10,15,47.66666666666667
155,GPT35,24.333333333333332,10,13.666666666666666,47.99999999999999
155,GPT4,25,10,13.666666666666666,48.666666666666664
155,Llama,24.333333333333332,0,0,24.333333333333332
156,GPT35,25,10,14,49
156,GPT4,23,0,0,23
156,Llama,24.666666666666668,10,14,48.66666666666667
157,GPT35,25,3,0,28
157,GPT4,24.666666666666668,2.666666666666667,0,27.333333333333336
157,Llama,25,10,15,50
158,GPT35,25,10,15,50
158,GPT4,23.333333333333332,10,15,48.33333333333333
158,Llama,24.666666666666668,10,15,49.66666666666667
159,GPT35,24.333333333333332,7.666666666666667,14,46
159,GPT4,22.666666666666668,7.666666666666667,11,41.333333333333336
159,Llama,22.666666666666668,7,11,40.66666666666667
160,GPT35,23.333333333333332,5.666666666666667,12.333333333333334,41.333333333333336
160,GPT4,21.666666666666668,4.666666666666667,12.333333333333334,38.66666666666667
160,Llama,23.666666666666668,6.666666666666667,12.333333333333334,42.66666666666667
161,GPT35,22.666666666666668,5,9.333333333333334,37
161,GPT4,22.666666666666668,6,10,38.66666666666667
161,Llama,22,8,10,40
162,GPT35,25,8,11,44
162,GPT4,23,8,10.333333333333334,41.333333333333336
162,Llama,22,8,10.333333333333334,40.333333333333336
163,GPT35,22,8,12,42
163,GPT4,22.333333333333332,8,11.333333333333334,41.666666666666664
163,Llama,25,8,14,47
164,GPT35,25,2.666666666666667,0,27.666666666666668
164,GPT4,24.333333333333332,10,11.666666666666666,45.99999999999999
164,Llama,22.333333333333332,0,0,22.333333333333332
165,GPT35,24.333333333333332,10,10,44.33333333333333
165,GPT4,23.333333333333332,7.333333333333333,3,33.666666666666664
165,Llama,21,5.666666666666667,5,31.666666666666668
166,GPT35,21,0,0,21
166,GPT4,22,0,0,22
166,Llama,20.333333333333332,0,0,20.333333333333332
167,GPT35,23.666666666666668,0,0,23.666666666666668
167,GPT4,24.333333333333332,10,13.666666666666666,47.99999999999999
167,Llama,25,0,0,25
168,GPT35,25,6.666666666666667,0,31.666666666666668
168,GPT4,23.333333333333332,9.666666666666666,8,41
168,Llama,24.333333333333332,6.666666666666667,0,31
169,GPT35,21,9,8,38
169,GPT4,22.333333333333332,8,14,44.33333333333333
169,Llama,23.666666666666668,0,0,23.666666666666668
170,GPT35,23.333333333333332,0,0,23.333333333333332
170,GPT4,22.666666666666668,10,11.333333333333334,44.00000000000001
170,Llama,23.333333333333332,10,12,45.33333333333333
171,GPT35,25,10,13,48
171,GPT4,22.333333333333332,8.333333333333334,11.666666666666666,42.33333333333333
171,Llama,23.333333333333332,7.666666666666667,12.333333333333334,43.333333333333336
172,GPT35,22.666666666666668,0,0,22.666666666666668
172,GPT4,22.666666666666668,10,4,36.66666666666667
172,Llama,21.666666666666668,3.3333333333333335,12.666666666666666,37.666666666666664
173,GPT35,24.333333333333332,9.666666666666666,6.333333333333333,40.333333333333336
173,GPT4,24.333333333333332,10,12.666666666666666,46.99999999999999
173,Llama,22.666666666666668,7.666666666666667,13,43.333333333333336
174,GPT35,25,10,13.333333333333334,48.333333333333336
174,GPT4,24.333333333333332,10,13.333333333333334,47.666666666666664
174,Llama,25,9.666666666666666,7.666666666666667,42.33333333333333
175,GPT35,25,6.666666666666667,0,31.666666666666668
175,GPT4,23,10,15,48
175,Llama,25,6.666666666666667,0,31.666666666666668
176,GPT35,25,10,15,50
176,GPT4,25,10,15,50
176,Llama,23.666666666666668,10,12.333333333333334,46.00000000000001
177,GPT35,24.333333333333332,10,15,49.33333333333333
177,GPT4,24.333333333333332,10,14,48.33333333333333
177,Llama,23.666666666666668,10,13.666666666666666,47.333333333333336
178,GPT35,23,10,11.333333333333334,44.333333333333336
178,GPT4,23,10,10,43
178,Llama,23,10,13.333333333333334,46.333333333333336
179,GPT35,25,0,0,25
179,GPT4,25,10,15,50
179,Llama,22.666666666666668,10,14,46.66666666666667
180,GPT35,25,10,15,50
180,GPT4,25,10,15,50
180,Llama,23.666666666666668,10,14,47.66666666666667
181,GPT35,24,10,10.333333333333334,44.333333333333336
181,GPT4,22.666666666666668,10,12.666666666666666,45.333333333333336
181,Llama,21.333333333333332,9.666666666666666,11.333333333333334,42.333333333333336
182,GPT35,24.666666666666668,10,12.666666666666666,47.333333333333336
182,GPT4,23.666666666666668,10,13.666666666666666,47.333333333333336
182,Llama,25,10,15,50
183,GPT35,25,10,15,50
183,GPT4,25,10,15,50
183,Llama,25,10,15,50
184,GPT35,24.333333333333332,10,14.333333333333334,48.666666666666664
184,GPT4,24.666666666666668,10,12.333333333333334,47.00000000000001
184,Llama,24.333333333333332,10,14,48.33333333333333
185,GPT35,24.333333333333332,10,14.333333333333334,48.666666666666664
185,GPT4,23.666666666666668,10,15,48.66666666666667
185,Llama,22.666666666666668,10,14.333333333333334,47.00000000000001
186,GPT35,24.333333333333332,10,14,48.33333333333333
